,X,y
21,"Germany vs Japan livestream 
Kick LINK??? https://t.co/GZwdDKhfEE
Kick LINK??? https://t.co/GZwdDKhfEE
The Germany vs. Japan match will be shown on FS1, with broadcasters Telemundo and Universo also showing the game. Fans who prefer to use live TV ... https://t.co/axxZDmS7RK",0
22,"@pgranfield @FOXSports @FS1 It’s Aly Wagner, former Olympic gold medalist and World Cup bronze medalist with the USWNT. And I agree—her tactical analysis been excellent.",0
23,Hidetoshi Nakata: A Japanese football icon https://t.co/3kfHIUkXKA via @YouTube @FS1   THIS KAT IS SMOOOOTH .,0
24,@jtmayes3 @KellyGoodmanPhD @MaureenStroud @crystalbrooke81 @mcfunny @pawley_robert @nuhope2022 @kevinoler @AspAlaAsnAsnTyr @ZeetubesII @Pouldeau61 @Jaytee116James @tomsirolimus @RickeyH64219156 @JimeeLiberty @JohannaSzabo1 @Monstercoyliar @reacharoundu @doritmi @RadioColor @ogilville1 @ShockTraumaRN @crabb_vicki @SkepticalMutant @JKelleyK @IdunsDaughter @WendyOrent @richykirsh @swedishchf @provaxtexan @JonathanHannah @doom37455413 @AndrewLazarus4 @TonyBaduy @barryjohnreid21 @Cherylmm21 @scottstocker4 @AngryFleas @Nockit1 @ConsequentialBr @krebiozen @jarbot15 @JimBeam102 @Thskicksarefire @Alex_on_A14 @ShadowDroid616 @TheDrJon @Adrian7745 @statsguyuk @CurfewX tune in to FS1 next Tuesday and watch Johnson play in the Big East - Big 12 challenge.  He's very much alive despite appearing in that 'documentary.'  https://t.co/0kSn0TOS7q,0
25,"@AshleyyPacheco @TyrrellHarrell @anuelwentz11 @ShannonSharpe @undisputed George is a great guy, sad many people dont know him.",0
26,@FS1 great job by the officials toughest job in sports these people what pressure on them huh .,0
27,@kent_kincaid @FS1 And it’s “men’s” and “women’s” soccer—but I’m guessing you already know that and just don’t care.,0
28,@dani_phantom10 I only tuned into FS1 for this one because of Derek Rae smh,0
29,"Rising Thunder 2021 | Two Nations, One Team - Japanese train alongside U... https://t.co/Hyq2jOmds7 via @YouTube @FS1  woooo",0
30,"@Mr_kerby84 @RealSkipBayless @undisputed That was always the assumption in Seattle too. It was partially true, but Russ caused as many sacks as the O line. 

He holds the ball too long trying to improvise. As Russ became less mobile (5-6 years ago) his improv led to sacks. He’s doing the same in Denver.",0
31,@ShannonSharpe @undisputed Petty AF,0
32,Who is the woman color-commentator for @FOXSports @FS1 on the Germany / Japan game? She is awesome. Matter of fact. Conversational. Insightful.,0
33,Stunning‼️ US and German Soldiers Hold Joint Military Exercises in Lehni... https://t.co/Po8vNOUQjo via @YouTube @FS1  great game Germany 🇩🇪 vs 🇯🇵 Japan https://t.co/NNbRMm7upn,0
34,"you’d think they woulda had this the day after the Nets got swept, or when the Bucks eliminated them in 7 the way y’all hate KD 👨‍🦯🌚 https://t.co/CeWR6tOpHG",0
35,The female FS1 commentator gets it!!! Beautiful moments watching Germany play 🥹,0
36,"@SteveW199 @RealSkipBayless @undisputed Anytime he knows he lost the argument he says ""All I know is...""",0
37,@MikeHamoui @undisputed @ShannonSharpe @RealSkipBayless Lol baker wanted a trade so bad then basically showed he was a fraud 😂,0
38,"@kent_kincaid @FS1 Complete bullsh*t, your take is. The tactical analysis of the German buildups has been excellent.",0
39,@TyrrellHarrell @anuelwentz11 @ShannonSharpe @undisputed This is mind-blowing! Read how Ethereum Devs Use MEV and Arb bots to earn over $200k by exploiting transactions on Uniswap! https://t.co/vyMtxvqDRM,0
40,@SSNaushon @JoyHenningsenMD Fox and FS1,0
41,FS1 cya stop talk bout USAvsENG . Nobody wanna hear bout that shit,0
42,"@FS1 invest in some former Pro males players to announce these World Cup games. Listening to these female announcers is awful. Their background is in female soccer, they’re not bringing insightful knowledge to an American soccer audience which is well exposed to soccer by now",0
43,It's absolutely amazing to me that FOX is insisting playing these morning World Cup matches on FS1 instead of FOX proper. FOX *doesn't* *even* *have* national morning programming. My FOX affiliate is showing the local news.,0
44,"Congratulations to your crew BUT as a Marketer, it's mind baffling to know 1 reel on social media can do 10 times this.. Makes me question advertising motives https://t.co/5LXszMuHwJ",0
45,Such a pleasure listening to @RaeComm on FS1 for Germany v Japan,0
46,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 It’s all Cowboy fans.  Do you ever have a show without talking about Dallas?  You should change the name of your show to the “cowboy Network,0
47,(On FS1.),0
48,tuned into the Germany vs Japan game and the mix of these surnames had me thinking I was watching in a different language. huge shoutout to the FS1 announcer for incredible pronunciation 👌,0
49,The commentators for the #FIFAWorldCup2022 have been brutal. Outside of John Strong and Stu Holden they all suck and give no excitement to the beautiful game. Only reason I have to listen to these shitty Fox/FS1 commentators is because I’m at Uni in America.,0
50,@jamestaylor @FS1 yikes,0
51,"@FS1 as a German living in the US, I truly appreciate and enjoy how commentator Derek Rae works in the German during the soccer match, his pronunciations are on 🔥, kudos!",0
52,@FS1 @FOXSports Please get these terrible female commentators out of my MEN'S World Cup. https://t.co/XxQkWzm1RL,0
53,"@MichaelWnek @86Prescott @undisputed No he absolutely wasn’t, I’ve watched most of his games. Brady has a veteran receiving core &amp; he still was missing throws while trying to protect his stats. Only box score watchers tweet nonsense like you did. Enjoy the rest of your football season, Brady apologists!🤦🏾🤷🏾",0
54,@FOXSports @FS1 @FIFAWorldCup fox team please have at least one knowledgeable soccer/football commentator. Sometimes it’s awkward to listen when they comment with less knowledge.,0
55,@ShannonSharpe @undisputed I don't know how he talks to that dude everyday. I watch when not working because of Shannon HBCU Savanah State Sharpe..👊🏾,0
56,"@Tom_Vee FS1, but it’s also on live on YouTube on many channels.",0
57,"@FOXSportsPR @RealSkipBayless @undisputed @FS1 @ShannonSharpe @JenHale504 Racist-azz Skip. So , we have owners? #racists
#blackpeople , stop loving these racists. https://t.co/8G6Tp6aTaA",0
58,"#GERJPN #fs1 #derekrae 

“Mein name ist Derek Rae und ich spreche fließend deutsch” 

&gt;&gt; yeah, yeah, we all fuckin know you speak German, get over yourself &amp; just say the names in English FFS!! 🤯😤🤬",0
59,Why is the telemundo feed so much more clear than FS1 @Xfinity? 🇩🇪v🇯🇵🌍🏆⚽️ #WorldcupQatar2022,0
60,@IndianaMBB @B1GMBBall @FS1 Lol do you see the “second”?,0
61,@jamestaylor @FS1 It’s a Lalas-free zone,0
62,@heydingis @FS1 Yeah to be fair I have the option of Telemundo…,0
63,@justenholstein @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 That's how tv usually works. You get a good lead in.,0
64,"What I can’t stand is when FS1 broadcasts the Truck races from the studio in Charlotte and not in the booth at the race track. When the Fox part of the Cup season is done, the Truck broadcasts don’t happen from the track except for the pit road reporters.",0
65,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Bragging about it being the ""most-watched show ever"" on the heels of the World Cup is embarrassing. You all should delete this post",0
66,@jamestaylor @FS1 I’ve been watching the whole tournament in Spanish on Peacock. Understanding 30% of what they’re saying is better than 100% on Fox.,0
67,"@CocaineRivers @TreyTreyFive @UnoJimenez @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 ""Reminds"" ... the show is 2.5 hrs., how long does it take to remind us? Not even 2.5 seconds",0
68,FS1 banter&gt;&gt;&gt;,0
69,@FOXSports @FS1 WHYYY on earth am I listening to an American on my broadcast? Give me British people or I watch in Spanish!,0
70,Sharing and playing happily in FS1. https://t.co/m6VeyDbeLc,0
71,FS1 picture quality look like World Cup ‘94.,0
72,@espn you better post this bracket up! @NFLLive_esp @ESPNNFL @TheHerd @ColinCowherd @keyshawn @RealSkipBayless @undisputed @RealTannenbaum @CSimmsQB @JOEL9ONE @PhilSimmsQB @minakimes @stephenasmith @KyleBrandt better be on this list @mlombardiNFL @MichaelFFlorio @AlbertBreer https://t.co/mLDCEutVGN,0
73,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Why are y’all watching that Bullshit,0
74,FS1 enjoyed their first visit to St. Anne’s Church. https://t.co/zIgF7KjtPQ,0
75,Germany vs Japan is on Fox Sports 1 (US). Coverage presented by Jenny Taft. Alexi Lalas is providing punditry. Carli Lloyd is providing punditry. Kelly Smith is providing punditry.  For more details see https://t.co/xpllx4Wctv #Germany #Japan #FoxSportsUS,0
76,@Martshmallow @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Exactly why I precisely change the station the MOMENT they get mentioned,0
77,FS1 have enjoyed making play dough this morning. https://t.co/eN2WkuAidY,0
78,"Germany vs. Japan
FIFA World Cup 2022 
Group E 
8 am ET
FS1

@RaeComm (pbp) &amp; @alywagner (analyst) #WorldCup #WorldCup2022 #Soccer #Futbol",0
79,Feel bad for those watching the World Cup on FS1 n not telemundo,0
80,@IndianaMBB @B1GMBBall @FS1 Who was first??? 🤔 https://t.co/n6kmoTnB9W,0
81,@WesleyL10 @FOXSoccer @FS1 He just called Carli old. To her face.,0
82,"“Look at the fans. They’re just loving it. Every single day. What is there to be upset about?” 

@FS1’s World Cup coverage continues to plumb new depths of banality in its denial of reality (or proper football analysis).
#GERJPN https://t.co/C4qKB0JH7Y",0
83,Do you know a thing or two about finance? https://t.co/yY5GTkSEl0 #jobs #financejobs,0
84,"LIVE on FS1 Germany #GER v Japan #JPN 2022 Men's #FIFAWorldCup Group E Match 11 from Al Khalifa International Stadium in Doha, Qatar",0
85,"Germany vs Japan livestream 
Kick LINK??? https://t.co/GZwdDKhfEE
Kick LINK??? https://t.co/GZwdDKhfEE
The Germany vs. Japan match will be shown on FS1, with broadcasters Telemundo and Universo also showing the game. Fans who prefer to use live TV ... https://t.co/3NsLzPIm6X",0
86,@portugalw83 @Chromatin15 @ShannonSharpe @undisputed Shut yo soft ass he’s TRASHHHH,0
87,Fox still carrying Qatar’s water. Pregame host just now - “what is there to be upset about?” #FIFAWorldCup @FS1,0
88,"On FS1, “Look at it. What is there to be upset about?”

Well…",0
89,I don’t know who at @FOXSoccer @FS1 need to hear this. You don’t and I repeat you don’t have to put alexi lalas on every segment. It’s ok to have an all women segment without him,0
90,"@FS1 so far I’ve heard “sergey guhnarbi” and the “balloon Dior”

Christ",0
91,"@FOXSports @FS1 Embarrassing how the commentators are mispronouncing the player names!!! Do some research, that’s your job!!!",0
